capa_id,open_date,close_date,days_to_close,product,department,severity,root_cause,regulatory_reference,incident_summary,root_cause_detail,corrective_action,preventive_action,effectiveness_check,effectiveness_rating,recurrence,investigator_name,investigator_role,approver_name,approver_role,ca_completion_date,pa_completion_date,ec_completion_date
CAPA-2022-0227,2022-09-11,2023-02-15,157,Paracetamol 500mg Tablets,Stability,High,Material / Supplier Defect,ICH Q1A(R2),Moisture ingress in Povidone lot LOT-85832 — 4.7% moisture against NMT 2.0%. Packaging appeared intact. Discovered during incoming QC testing.,Supplier had temporary storage issue — materials stored in non-climate-controlled area during transit delay. Packaging moisture barrier integrity not tested before shipment.,"Lot rejected. All in-house stock from same supplier lot quarantined and tested. {random.randint(2,5)} additional lots found non-compliant — all rejected.",Moisture indicator card added inside all excipient shipments — colour change on receipt triggers automatic rejection. Storage condition declaration required from supplier for all shipments.,Zero moisture OOS results on incoming testing for 12 months. 100% moisture indicator check compliance on incoming QC log.,Partially Effective,No,L. Chen,Validation Lead,Dr. L. Fernandez,QP / Responsible Person,2022-10-05,2022-11-23,2023-02-09
CAPA-2020-0228,2020-04-02,2020-08-17,137,Warfarin 5mg Tablets,Dispensary,Low,Human Error,21 CFR Part 211.101,Analyst OP-5819 prepared HPLC standard solution at 74.0% of required concentration for batch B3263B assay. Results reported before error identified by second analyst during peer review.,"Analyst misread SOP — volumetric flask size specified was 100mL but analyst used 250mL. Calculation error not identified before solution use. Peer review is advisory, not mandatory.",All results for batch invalidated. Standard solution remade at correct concentration. Analysis repeated by senior analyst. Correct results obtained — batch released.,Mandatory second-analyst verification of standard solution preparation before analysis begins. LIMS calculation check added — system flags if standard response factor deviates >5% from expected.,Zero standard preparation errors for 12 months. 100% peer review compliance on monthly QC audit.,Effective,No,L. Chen,Validation Lead,Dr. L. Fernandez,QP / Responsible Person,2020-04-13,2020-05-27,2020-08-10
CAPA-2023-0229,2023-05-22,2023-11-05,167,Dexamethasone 4mg/mL Injection,QC Laboratory,Medium,Material / Supplier Defect,ICH Q2(R1),Label batch LOT-27389 from PackRight Ltd — barcode scan failure rate 21.3% on incoming inspection. Required scan success rate: ≥99.9%. Labels unreadable by automated dispensing and packing systems.,"Supplier printer head alignment had drifted — narrow bars in Code 128 barcode below minimum width. Defect only apparent at scan, not visible inspection. Supplier had no outgoing scan verification.",Lot rejected. Emergency reprint commissioned at alternative print supplier with 48-hour turnaround. Incoming 100% barcode scan check performed on emergency lot — passed.,100% barcode scan verification required from supplier with each label delivery — scan report attached to COA. Incoming 100% scan added to label QC procedure.,Zero barcode scan failures on incoming label lots for 24 months. 100% supplier scan certificate compliance on monthly QC log.,Effective,No,R. Sharma,Engineering Lead,Dr. A. Gupta,Site Director,2023-06-14,2023-07-25,2023-10-23
CAPA-2018-0230,2018-08-20,2018-12-14,116,Morphine Sulfate 10mg/mL Injection,Packaging,High,Material / Supplier Defect,21 CFR Part 211.130,Label batch LOT-79979 from BioRaw GmbH — barcode scan failure rate 26.9% on incoming inspection. Required scan success rate: ≥99.9%. Labels unreadable by automated dispensing and packing systems.,"Supplier printer head alignment had drifted — narrow bars in Code 128 barcode below minimum width. Defect only apparent at scan, not visible inspection. Supplier had no outgoing scan verification.",Lot rejected. Emergency reprint commissioned at alternative print supplier with 48-hour turnaround. Incoming 100% barcode scan check performed on emergency lot — passed.,100% barcode scan verification required from supplier with each label delivery — scan report attached to COA. Incoming 100% scan added to label QC procedure.,Zero barcode scan failures on incoming label lots for 24 months. 100% supplier scan certificate compliance on monthly QC log.,Effective,No,M. Williams,QA Analyst,Dr. S. Mehta,QA Director,2018-08-31,2018-09-22,2018-12-09
CAPA-2020-0231,2020-07-07,2020-12-02,148,Metformin 850mg Tablets,Stability,Medium,Training Gap,21 CFR Part 211.166,Laboratory analyst OP-5105 performed dissolution testing of batch B2016C without completing analytical method transfer training for this product. Results invalid.,Product transferred from another site — analyst training plan not updated to include new product method training. Training manager not informed of product transfer in time.,Results invalidated. Analyst {op()} trained and assessed on dissolution method. Test repeated by qualified analyst. Batch released after confirmatory results.,Product transfer checklist includes mandatory training plan update as step 1 — no analytical work permitted on transferred product until training plan confirmed current by QA.,Zero unqualified analyst testing events for 12 months. 100% product transfer training plan completion before first batch tested.,Effective,No,L. Chen,Validation Lead,Dr. A. Gupta,Site Director,2020-08-04,2020-09-19,2020-11-23
CAPA-2020-0232,2020-07-12,2020-12-22,163,Ciprofloxacin 250mg Tablets,Warehouse,Low,Human Error,EU GMP Chapter 3,Operator OP-1769 initiated aseptic filling of batch D7349B without completing gowning qualification check. Filling proceeded for 7.7 hours before QA supervisor identified incomplete gown verification.,Gowning sign-off log was physically in the change room but operator was not aware that entry to fill suite requires documented sign-off. New operator — training not fully completed.,Filling halted. Batch quarantined and sterility risk-assessed. Operator removed from aseptic operations pending requalification. Gowning sign-off retrospectively reviewed.,Electronic gowning sign-off integrated with fill suite door access system — door does not release unless gowning record complete. New operators may not enter Grade A suite unaccompanied for first 3 months.,Zero unauthorised Grade A entries for 12 months. Gowning compliance 100% on weekly CCTV audit.,Effective,No,P. Singh,Production Manager,Dr. S. Mehta,QA Director,2020-08-06,2020-09-25,2020-12-09
CAPA-2020-0233,2020-12-18,2021-03-26,98,Paracetamol 500mg Tablets,QC Laboratory,Medium,Process Deviation,USP <1058>,Visible particulate found in 39 vials during 100% visual inspection of batch C8353A (3610 total vials). Particles identified as glass lamellae from vial inner surface.,Glass vial supplier had process change — new vial mould introduced without notifying pharmaceutical customer. New mould produced higher rate of glass delamination under washing/sterilisation conditions.,Batch rejected and destroyed. All vials from same supplier lot quarantined. Supplier formally notified. Emergency supply sourced from qualified alternative supplier for ongoing production.,Supplier change notification clause added to vial supplier quality agreement — any process change requires prior notification and sample submission for qualification. Incoming vial delamination test introduced.,Zero glass particulate events for 12 months. Annual vial supplier audit to verify change notification process.,Effective,No,J. Patel,QA Manager,Dr. A. Gupta,Site Director,2020-12-27,2021-01-11,2021-03-19
CAPA-2020-0234,2020-01-24,2020-05-24,121,Morphine Sulfate 10mg/mL Injection,Packaging,Medium,Equipment Failure,21 CFR Part 211.130,Freeze dryer HP-140 shelf temperature excursion during primary drying of batch B6285C. Shelf temp rose 3.3°C above validated maximum for 7.5 hours. 1733 vials potentially affected.,Shelf temperature controller PID settings reset to factory default after firmware update. Validation of PID settings not included in software change control.,"Cycle aborted. PID settings restored and validated. Batch quarantined and assessed via appearance, moisture content, and reconstitution testing.",Software change control procedure updated to include PID settings verification post-update. Lyophiliser firmware updates require re-validation of temperature control before production use.,Zero shelf temperature excursions for 12 months post-implementation. Software change control compliance reviewed at quarterly audit.,Effective,No,L. Chen,Validation Lead,Dr. L. Fernandez,QP / Responsible Person,2020-02-14,2020-02-23,2020-05-13
CAPA-2018-0235,2018-02-06,2018-06-03,117,Metformin 850mg Tablets,Manufacturing,High,Equipment Failure,ICH Q10,Balance AC-457 failed calibration check before dispensing for batch B4495C. Drift of 0.23g recorded — tolerance ±0.01g. Previous calibration 5 weeks prior — due date missed.,Calibration due date not tracked in equipment management system. Balance due dates maintained manually in a spreadsheet — entry not updated after last calibration.,Balance taken out of service. All quantities dispensed for batch re-weighed on calibrated balance. No weight discrepancies found — batch released.,All balance calibration due dates entered into LIMS with auto-alert 7 days before due. No dispensing activity permitted on balance with overdue calibration.,100% on-time calibration for all balances for 12 months on monthly compliance report.,Partially Effective,No,T. Brown,Regulatory Affairs Lead,Dr. L. Fernandez,QP / Responsible Person,2018-02-14,2018-04-02,2018-05-24
CAPA-2021-0236,2021-04-29,2021-08-10,103,Enoxaparin 40mg/0.4mL Injection,Sterile Fill,Medium,Human Error,21 CFR Part 211.113,Incorrect cleaning agent (IPA 60%) applied to equipment BLD-490 by operator OP-2857 after batch D5203C manufacture. Approved agent is Peracetic Acid 0.2%.,Cleaning agents stored side-by-side in unlabelled containers on cleaning trolley. Operator selected wrong bottle. Cleaning agent inventory not controlled at point of use.,Equipment re-cleaned with correct approved agent. Residue swab tested — passed before next manufacturing use. Incorrect agent containers removed from area immediately.,Cleaning agents dispensed from locked cabinet — key released only after correct agent confirmed on cleaning record. Containers colour-coded per equipment type. Cleaning SOP updated with photo guide.,Zero incorrect cleaning agent events for 12 months. Monthly cleaning audit: 100% correct agent usage verified.,Partially Effective,No,T. Brown,Regulatory Affairs Lead,Dr. A. Gupta,Site Director,2021-05-24,2021-06-10,2021-07-30
